# Manually converted from free_period.txt captured by Tek scope
# s?\([\-0-9\.]\+\)\s\([\-0-9\.]\+\)?\1,\2?g
9.49,-2.312
9.492,-2.312
9.494,-2.304
9.496,-2.312
9.498,-2.312
9.5,-2.312
9.502,-2.312
9.504,-2.312
9.506,-2.312
9.508,-2.312
9.51,-2.32
9.512,-2.32
9.514,-2.32
9.516,-2.312
9.518,-2.32
9.52,-2.32
9.522,-2.32
9.524,-2.32
9.526,-2.32
9.528,-2.32
9.53,-2.32
9.532,-2.32
9.534,-2.328
9.536,-2.328
9.538,-2.328
9.54,-2.32
9.542,-2.328
9.544,-2.32
9.546,-2.32
9.548,-2.328
9.55,-2.32
9.552,-2.328
9.554,-2.328
9.556,-2.328
9.558,-2.328
9.56,-2.328
9.562,-2.328
9.564,-2.328
9.566,-2.328
9.568,-2.328
9.57,-2.328
9.572,-2.328
9.574,-2.328
9.576,-2.328
9.578,-2.328
9.58,-2.328
9.582,-2.328
9.584,-2.336
9.586,-2.336
9.588,-2.336
9.59,-2.336
9.592,-2.336
9.594,-2.336
9.596,-2.328
9.598,-2.328
9.6,-2.328
9.602,-2.336
9.604,-2.344
9.606,-2.328
9.608,-2.336
9.61,-2.336
9.612,-2.328
9.614,-2.336
9.616,-2.336
9.618,-2.336
9.62,-2.344
9.622,-2.336
9.624,-2.336
9.626,-2.344
9.628,-2.344
9.63,-2.344
9.632,-2.344
9.634,-2.344
9.636,-2.344
9.638,-2.344
9.64,-2.344
9.642,-2.344
9.644,-2.344
9.646,-2.344
9.648,-2.344
9.65,-2.344
9.652,-2.344
9.654,-2.344
9.656,-2.344
9.658,-2.344
9.66,-2.344
9.662,-2.344
9.664,-2.344
9.666,-2.344
9.668,-2.352
9.67,-2.344
9.672,-2.344
9.674,-2.344
9.676,-2.344
9.678,-2.344
9.68,-2.352
9.682,-2.352
9.684,-2.352
9.686,-2.352
9.688,-2.352
9.69,-2.352
9.692,-2.344
9.694,-2.344
9.696,-2.352
9.698,-2.352
9.7,-2.36
9.702,-2.352
9.704,-2.352
9.706,-2.352
9.708,-2.352
9.71,-2.352
9.712,-2.352
9.714,-2.352
9.716,-2.352
9.718,-2.352
9.72,-2.36
9.722,-2.36
9.724,-2.36
9.726,-2.36
9.728,-2.36
9.73,-2.36
9.732,-2.36
9.734,-2.352
9.736,-2.352
9.738,-2.352
9.74,-2.36
9.742,-2.36
9.744,-2.36
9.746,-2.36
9.748,-2.352
9.75,-2.36
9.752,-2.36
9.754,-2.36
9.756,-2.36
9.758,-2.36
9.76,-2.36
9.762,-2.36
9.764,-2.36
9.766,-2.36
9.768,-2.36
9.77,-2.36
9.772,-2.36
9.774,-2.36
9.776,-2.36
9.778,-2.36
9.78,-2.36
9.782,-2.36
9.784,-2.36
9.786,-2.36
9.788,-2.36
9.79,-2.352
9.792,-2.352
9.794,-2.36
9.796,-2.36
9.798,-2.36
9.8,-2.36
9.802,-2.36
9.804,-2.36
9.806,-2.36
9.808,-2.36
9.81,-2.36
9.812,-2.36
9.814,-2.36
9.816,-2.36
9.818,-2.36
9.82,-2.36
9.822,-2.36
9.824,-2.36
9.826,-2.352
9.828,-2.36
9.83,-2.36
9.832,-2.36
9.834,-2.36
9.836,-2.36
9.838,-2.36
9.84,-2.36
9.842,-2.36
9.844,-2.36
9.846,-2.36
9.848,-2.36
9.85,-2.36
9.852,-2.36
9.854,-2.36
9.856,-2.352
9.858,-2.36
9.86,-2.36
9.862,-2.36
9.864,-2.352
9.866,-2.352
9.868,-2.36
9.87,-2.352
9.872,-2.36
9.874,-2.36
9.876,-2.36
9.878,-2.352
9.88,-2.36
9.882,-2.36
9.884,-2.36
9.886,-2.36
9.888,-2.36
9.89,-2.352
9.892,-2.36
9.894,-2.36
9.896,-2.352
9.898,-2.36
9.9,-2.36
9.902,-2.36
9.904,-2.36
9.906,-2.36
9.908,-2.36
9.91,-2.352
9.912,-2.36
9.914,-2.36
9.916,-2.36
9.918,-2.36
9.92,-2.36
9.922,-2.352
9.924,-2.36
9.926,-2.36
9.928,-2.36
9.93,-2.36
9.932,-2.36
9.934,-2.36
9.936,-2.36
9.938,-2.36
9.94,-2.36
9.942,-2.36
9.944,-2.36
9.946,-2.36
9.948,-2.36
9.95,-2.36
9.952,-2.36
9.954,-2.352
9.956,-2.36
9.958,-2.352
9.96,-2.36
9.962,-2.36
9.964,-2.36
9.966,-2.352
9.968,-2.352
9.97,-2.36
9.972,-2.352
9.974,-2.36
9.976,-2.36
9.978,-2.352
9.98,-2.352
9.982,-2.36
9.984,-2.36
9.986,-2.352
9.988,-2.352
9.99,-2.36
9.992,-2.352
9.994,-2.36
9.996,-2.36
9.998,-2.36
10,-2.352
10.002,-2.352
10.004,-2.36
10.006,-2.352
10.008,-2.352
10.01,-2.352
10.012,-2.352
10.014,-2.352
10.016,-2.352
10.018,-2.344
10.02,-2.344
10.022,-2.344
10.024,-2.352
10.026,-2.352
10.028,-2.344
10.03,-2.344
10.032,-2.352
10.034,-2.352
10.036,-2.344
10.038,-2.344
10.04,-2.344
10.042,-2.344
10.044,-2.336
10.046,-2.344
10.048,-2.352
10.05,-2.352
10.052,-2.344
10.054,-2.344
10.056,-2.344
10.058,-2.344
10.06,-2.344
10.062,-2.344
10.064,-2.344
10.066,-2.344
10.068,-2.344
10.07,-2.344
10.072,-2.344
10.074,-2.344
10.076,-2.344
10.078,-2.336
10.08,-2.344
10.082,-2.336
10.084,-2.336
10.086,-2.336
10.088,-2.336
10.09,-2.344
10.092,-2.344
10.094,-2.336
10.096,-2.336
10.098,-2.336
10.1,-2.336
10.102,-2.336
10.104,-2.336
10.106,-2.344
10.108,-2.336
10.11,-2.336
10.112,-2.336
10.114,-2.336
10.116,-2.336
10.118,-2.336
10.12,-2.336
10.122,-2.336
10.124,-2.336
10.126,-2.336
10.128,-2.336
10.13,-2.344
10.132,-2.336
10.134,-2.328
10.136,-2.336
10.138,-2.336
10.14,-2.328
10.142,-2.328
10.144,-2.336
10.146,-2.336
10.148,-2.328
10.15,-2.328
10.152,-2.328
10.154,-2.328
10.156,-2.328
10.158,-2.328
10.16,-2.328
10.162,-2.328
10.164,-2.328
10.166,-2.328
10.168,-2.328
10.17,-2.328
10.172,-2.328
10.174,-2.328
10.176,-2.328
10.178,-2.328
10.18,-2.328
10.182,-2.328
10.184,-2.328
10.186,-2.328
10.188,-2.328
10.19,-2.328
10.192,-2.328
10.194,-2.328
10.196,-2.328
10.198,-2.328
10.2,-2.328
10.202,-2.328
10.204,-2.328
10.206,-2.32
10.208,-2.32
10.21,-2.32
10.212,-2.32
10.214,-2.32
10.216,-2.32
10.218,-2.32
10.22,-2.32
10.222,-2.32
10.224,-2.32
10.226,-2.32
10.228,-2.32
10.23,-2.312
10.232,-2.32
10.234,-2.312
10.236,-2.312
10.238,-2.312
10.24,-2.312
10.242,-2.312
10.244,-2.32
10.246,-2.312
10.248,-2.32
10.25,-2.32
10.252,-2.32
10.254,-2.312
10.256,-2.312
10.258,-2.312
10.26,-2.312
10.262,-2.312
10.264,-2.312
10.266,-2.312
10.268,-2.312
10.27,-2.312
10.272,-2.312
10.274,-2.312
10.276,-2.312
10.278,-2.312
10.28,-2.312
10.282,-2.312
10.284,-2.312
10.286,-2.312
10.288,-2.312
10.29,-2.312
10.292,-2.312
10.294,-2.312
10.296,-2.312
10.298,-2.312
10.3,-2.304
10.302,-2.304
10.304,-2.304
10.306,-2.304
10.308,-2.304
10.31,-2.304
10.312,-2.304
10.314,-2.304
10.316,-2.304
10.318,-2.304
10.32,-2.304
10.322,-2.304
10.324,-2.296
10.326,-2.304
10.328,-2.296
10.33,-2.296
10.332,-2.304
10.334,-2.304
10.336,-2.296
10.338,-2.304
10.34,-2.296
10.342,-2.296
10.344,-2.296
10.346,-2.296
10.348,-2.296
10.35,-2.296
10.352,-2.296
10.354,-2.296
10.356,-2.296
10.358,-2.288
10.36,-2.296
10.362,-2.296
10.364,-2.296
10.366,-2.296
10.368,-2.296
10.37,-2.296
10.372,-2.288
10.374,-2.296
10.376,-2.288
10.378,-2.288
10.38,-2.288
10.382,-2.288
10.384,-2.288
10.386,-2.288
10.388,-2.288
10.39,-2.288
10.392,-2.288
10.394,-2.288
10.396,-2.288
10.398,-2.288
10.4,-2.288
10.402,-2.28
10.404,-2.288
10.406,-2.288
10.408,-2.28
10.41,-2.288
10.412,-2.28
10.414,-2.28
10.416,-2.28
10.418,-2.28
10.42,-2.28
10.422,-2.28
10.424,-2.28
10.426,-2.28
10.428,-2.28
10.43,-2.28
10.432,-2.28
10.434,-2.28
10.436,-2.28
10.438,-2.28
10.44,-2.28
10.442,-2.28
10.444,-2.28
10.446,-2.272
10.448,-2.272
10.45,-2.28
10.452,-2.28
10.454,-2.28
10.456,-2.28
10.458,-2.28
10.46,-2.28
10.462,-2.28
10.464,-2.272
10.466,-2.28
10.468,-2.28
10.47,-2.28
10.472,-2.28
10.474,-2.28
10.476,-2.28
10.478,-2.272
10.48,-2.28
10.482,-2.28
10.484,-2.272
10.486,-2.28
10.488,-2.28
10.49,-2.272
10.492,-2.28
10.494,-2.272
10.496,-2.264
10.498,-2.272
10.5,-2.272
10.502,-2.272
10.504,-2.264
10.506,-2.272
10.508,-2.272
10.51,-2.264
10.512,-2.272
10.514,-2.264
10.516,-2.272
10.518,-2.264
10.52,-2.272
10.522,-2.272
10.524,-2.264
10.526,-2.264
10.528,-2.264
10.53,-2.264
10.532,-2.272
10.534,-2.264
10.536,-2.264
10.538,-2.264
10.54,-2.272
10.542,-2.264
10.544,-2.264
10.546,-2.264
10.548,-2.264
10.55,-2.264
10.552,-2.272
10.554,-2.264
10.556,-2.264
10.558,-2.264
10.56,-2.256
10.562,-2.264
10.564,-2.264
10.566,-2.264
10.568,-2.264
10.57,-2.264
10.572,-2.264
10.574,-2.256
10.576,-2.264
10.578,-2.256
10.58,-2.264
10.582,-2.256
10.584,-2.256
10.586,-2.256
10.588,-2.256
10.59,-2.256
10.592,-2.256
10.594,-2.256
10.596,-2.256
10.598,-2.256
10.6,-2.256
10.602,-2.248
10.604,-2.248
10.606,-2.256
10.608,-2.248
10.61,-2.248
10.612,-2.248
10.614,-2.248
10.616,-2.248
10.618,-2.248
10.62,-2.248
10.622,-2.248
10.624,-2.248
10.626,-2.248
10.628,-2.248
10.63,-2.248
10.632,-2.248
10.634,-2.248
10.636,-2.248
10.638,-2.248
10.64,-2.248
10.642,-2.248
10.644,-2.248
10.646,-2.248
10.648,-2.248
10.65,-2.248
10.652,-2.248
10.654,-2.248
10.656,-2.24
10.658,-2.24
10.66,-2.248
10.662,-2.24
10.664,-2.24
10.666,-2.248
10.668,-2.24
10.67,-2.24
10.672,-2.232
10.674,-2.24
10.676,-2.24
10.678,-2.24
10.68,-2.24
10.682,-2.24
10.684,-2.24
10.686,-2.24
10.688,-2.24
10.69,-2.24
10.692,-2.24
10.694,-2.24
10.696,-2.24
10.698,-2.24
10.7,-2.232
10.702,-2.24
10.704,-2.232
10.706,-2.24
10.708,-2.24
10.71,-2.248
10.712,-2.24
10.714,-2.24
10.716,-2.24
10.718,-2.24
10.72,-2.24
10.722,-2.24
10.724,-2.24
10.726,-2.24
10.728,-2.24
10.73,-2.24
10.732,-2.24
10.734,-2.24
10.736,-2.24
10.738,-2.24
10.74,-2.24
10.742,-2.232
10.744,-2.24
10.746,-2.24
10.748,-2.24
10.75,-2.232
10.752,-2.24
10.754,-2.24
10.756,-2.24
10.758,-2.24
10.76,-2.24
10.762,-2.232
10.764,-2.232
10.766,-2.24
10.768,-2.232
10.77,-2.232
10.772,-2.232
10.774,-2.24
10.776,-2.24
10.778,-2.232
10.78,-2.24
10.782,-2.24
10.784,-2.24
10.786,-2.232
10.788,-2.232
10.79,-2.232
10.792,-2.232
10.794,-2.232
10.796,-2.232
10.798,-2.232
10.8,-2.224
10.802,-2.232
10.804,-2.232
10.806,-2.232
10.808,-2.232
10.81,-2.232
10.812,-2.224
10.814,-2.232
10.816,-2.232
10.818,-2.232
10.82,-2.232
10.822,-2.232
10.824,-2.224
10.826,-2.224
10.828,-2.224
10.83,-2.232
10.832,-2.224
10.834,-2.232
10.836,-2.232
10.838,-2.232
10.84,-2.224
10.842,-2.232
10.844,-2.232
10.846,-2.232
10.848,-2.224
10.85,-2.224
10.852,-2.224
10.854,-2.224
10.856,-2.224
10.858,-2.224
10.86,-2.224
10.862,-2.224
10.864,-2.224
10.866,-2.224
10.868,-2.224
10.87,-2.224
10.872,-2.216
10.874,-2.216
10.876,-2.224
10.878,-2.216
10.88,-2.224
10.882,-2.224
10.884,-2.224
10.886,-2.224
10.888,-2.224
10.89,-2.224
10.892,-2.216
10.894,-2.224
10.896,-2.216
10.898,-2.216
10.9,-2.216
10.902,-2.224
10.904,-2.216
10.906,-2.216
10.908,-2.224
10.91,-2.224
10.912,-2.216
10.914,-2.224
10.916,-2.224
10.918,-2.224
10.92,-2.224
10.922,-2.224
10.924,-2.224
10.926,-2.224
10.928,-2.224
10.93,-2.224
10.932,-2.216
10.934,-2.224
10.936,-2.224
10.938,-2.224
10.94,-2.224
10.942,-2.224
10.944,-2.224
10.946,-2.224
10.948,-2.224
10.95,-2.224
10.952,-2.224
10.954,-2.224
10.956,-2.224
10.958,-2.224
10.96,-2.224
10.962,-2.224
10.964,-2.224
10.966,-2.224
10.968,-2.224
10.97,-2.224
10.972,-2.216
10.974,-2.224
10.976,-2.224
10.978,-2.216
10.98,-2.224
10.982,-2.224
10.984,-2.224
10.986,-2.224
10.988,-2.224
10.99,-2.224
10.992,-2.216
10.994,-2.224
10.996,-2.216
10.998,-2.224
11,-2.224
11.002,-2.224
11.004,-2.216
11.006,-2.224
11.008,-2.224
11.01,-2.224
11.012,-2.224
11.014,-2.224
11.016,-2.216
11.018,-2.224
11.02,-2.224
11.022,-2.232
11.024,-2.224
11.026,-2.232
11.028,-2.224
11.03,-2.224
11.032,-2.224
11.034,-2.232
11.036,-2.224
11.038,-2.224
11.04,-2.224
11.042,-2.224
11.044,-2.224
11.046,-2.232
11.048,-2.224
11.05,-2.224
11.052,-2.224
11.054,-2.224
11.056,-2.224
11.058,-2.224
11.06,-2.224
11.062,-2.224
11.064,-2.224
11.066,-2.224
11.068,-2.224
11.07,-2.224
11.072,-2.224
11.074,-2.224
11.076,-2.224
11.078,-2.224
11.08,-2.232
11.082,-2.224
11.084,-2.232
11.086,-2.224
11.088,-2.224
11.09,-2.232
11.092,-2.224
11.094,-2.224
11.096,-2.232
11.098,-2.232
11.1,-2.224
11.102,-2.232
11.104,-2.232
11.106,-2.232
11.108,-2.232
11.11,-2.224
11.112,-2.232
11.114,-2.224
11.116,-2.224
11.118,-2.232
11.12,-2.224
11.122,-2.224
11.124,-2.224
11.126,-2.232
11.128,-2.224
11.13,-2.224
11.132,-2.224
11.134,-2.224
11.136,-2.232
11.138,-2.224
11.14,-2.224
11.142,-2.224
11.144,-2.224
11.146,-2.224
11.148,-2.224
11.15,-2.224
11.152,-2.232
11.154,-2.224
11.156,-2.224
11.158,-2.224
11.16,-2.232
11.162,-2.224
11.164,-2.224
11.166,-2.224
11.168,-2.232
11.17,-2.232
11.172,-2.224
11.174,-2.232
11.176,-2.224
11.178,-2.232
11.18,-2.232
11.182,-2.232
11.184,-2.232
11.186,-2.232
11.188,-2.232
11.19,-2.232
11.192,-2.232
11.194,-2.232
11.196,-2.232
11.198,-2.24
11.2,-2.232
11.202,-2.232
11.204,-2.232
11.206,-2.232
11.208,-2.232
11.21,-2.232
11.212,-2.232
11.214,-2.24
11.216,-2.24
11.218,-2.24
11.22,-2.232
11.222,-2.232
11.224,-2.232
11.226,-2.232
11.228,-2.232
11.23,-2.24
11.232,-2.232
11.234,-2.232
11.236,-2.24
11.238,-2.232
11.24,-2.24
11.242,-2.232
11.244,-2.232
11.246,-2.24
11.248,-2.232
11.25,-2.24
11.252,-2.232
11.254,-2.24
11.256,-2.24
11.258,-2.24
11.26,-2.24
11.262,-2.24
11.264,-2.24
11.266,-2.24
11.268,-2.24
11.27,-2.24
11.272,-2.24
11.274,-2.24
11.276,-2.24
11.278,-2.248
11.28,-2.248
11.282,-2.24
11.284,-2.24
11.286,-2.24
11.288,-2.248
11.29,-2.248
11.292,-2.248
11.294,-2.24
11.296,-2.248
11.298,-2.248
11.3,-2.248
11.302,-2.24
11.304,-2.24
11.306,-2.248
11.308,-2.24
11.31,-2.24
11.312,-2.24
11.314,-2.24
11.316,-2.248
11.318,-2.24
11.32,-2.248
11.322,-2.24
11.324,-2.24
11.326,-2.24
11.328,-2.248
11.33,-2.248
11.332,-2.248
11.334,-2.248
11.336,-2.248
11.338,-2.248
11.34,-2.248
11.342,-2.248
11.344,-2.248
11.346,-2.248
11.348,-2.248
11.35,-2.248
11.352,-2.248
11.354,-2.248
11.356,-2.248
11.358,-2.248
11.36,-2.248
11.362,-2.248
11.364,-2.248
11.366,-2.248
11.368,-2.248
11.37,-2.248
11.372,-2.248
11.374,-2.256
11.376,-2.248
11.378,-2.248
11.38,-2.248
11.382,-2.256
11.384,-2.256
11.386,-2.256
11.388,-2.248
11.39,-2.256
11.392,-2.248
11.394,-2.248
11.396,-2.248
11.398,-2.248
11.4,-2.256
11.402,-2.248
11.404,-2.248
11.406,-2.248
11.408,-2.248
11.41,-2.248
11.412,-2.248
11.414,-2.248
11.416,-2.248
11.418,-2.248
11.42,-2.248
11.422,-2.248
11.424,-2.248
11.426,-2.248
11.428,-2.248
11.43,-2.248
11.432,-2.248
11.434,-2.248
11.436,-2.248
11.438,-2.248
11.44,-2.248
11.442,-2.248
11.444,-2.248
11.446,-2.248
11.448,-2.248
11.45,-2.256
11.452,-2.248
11.454,-2.256
11.456,-2.248
11.458,-2.256
